product_id,product_name,category,user_id,content,rating,comment_time
JD001,华为Mate50 Pro,手机,user_6653,物流太慢了，等了好久才收到货。,2,2023-06-11 00:00:00
JD002,小米13 Ultra,手机,user_3046,做工粗糙，细节处理很差，影响使用体验。,1,2023-03-31 00:00:00
JD004,小米电视75寸,电视,user_2429,用着还行，没什么特别值得说的地方。,3,2023-05-23 00:00:00
JD003,iPhone 15 Pro,手机,user_8152,收到货了，包装还可以，产品质量中规中矩。,3,2023-12-09 00:00:00
JD006,联想ThinkPad,电脑,user_4742,购买后后悔了，完全不是想象中的样子。,1,2023-02-23 00:00:00
JD009,索尼WH-1000XM5,耳机,user_5920,购买后后悔了，完全不是想象中的样子。,2,2023-06-06 00:00:00
JD001,华为Mate50 Pro,手机,user_8162,这款产品真的很不错，推荐给大家。,4,2023-05-09 00:00:00
JD004,小米电视75寸,电视,user_6082,做工精细，材质很好，使用起来很舒适。,4,2023-06-09 00:00:00
JD006,联想ThinkPad,电脑,user_7779,中规中矩的产品，谈不上好坏。,3,2023-02-10 00:00:00
JD010,戴森V15吸尘器,家电,user_1047,家人都很喜欢，物超所值，下次还会购买。,5,2023-09-21 00:00:00
JD007,MacBook Pro,电脑,user_1005,售后服务太差了，根本没人理。,1,2023-10-29 00:00:00
JD007,MacBook Pro,电脑,user_7577,收到货了，包装还可以，产品质量中规中矩。,3,2023-10-17 00:00:00
JD010,戴森V15吸尘器,家电,user_9466,售后服务太差了，根本没人理。,1,2023-01-07 00:00:00
JD006,联想ThinkPad,电脑,user_6237,使用体验一般，勉强可以接受。,3,2023-06-07 00:00:00
JD005,索尼电视65寸,电视,user_8731,非常满意！质量很好，超出预期，强烈推荐！,4,2023-07-22 00:00:00
JD001,华为Mate50 Pro,手机,user_9210,购买后后悔了，完全不是想象中的样子。,1,2023-09-06 00:00:00
JD008,AirPods Pro,耳机,user_5224,做工精细，材质很好，使用起来很舒适。,4,2023-11-16 00:00:00
JD005,索尼电视65寸,电视,user_1382,非常满意这次购物体验，产品质量和服务都很好。,5,2023-05-03 00:00:00
JD008,AirPods Pro,耳机,user_3366,购买后后悔了，完全不是想象中的样子。,1,2023-12-12 00:00:00
JD005,索尼电视65寸,电视,user_6499,非常满意这次购物体验，产品质量和服务都很好。,4,2023-06-22 00:00:00
JD009,索尼WH-1000XM5,耳机,user_2465,不算特别满意，但也谈不上失望。,3,2023-11-09 00:00:00
JD005,索尼电视65寸,电视,user_2237,客服态度很差，问题迟迟得不到解决。,1,2023-06-06 00:00:00
JD003,iPhone 15 Pro,手机,user_8705,客服态度很差，问题迟迟得不到解决。,2,2023-05-01 00:00:00
JD002,小米13 Ultra,手机,user_2865,非常满意！质量很好，超出预期，强烈推荐！,4,2023-01-19 00:00:00
JD005,索尼电视65寸,电视,user_5430,非常满意这次购物体验，产品质量和服务都很好。,4,2023-10-31 00:00:00
JD003,iPhone 15 Pro,手机,user_7692,收到货发现有问题，退货过程很麻烦。,2,2023-04-12 00:00:00
JD008,AirPods Pro,耳机,user_2815,购买后后悔了，完全不是想象中的样子。,1,2023-10-22 00:00:00
JD005,索尼电视65寸,电视,user_2147,包装破损严重，产品也有划痕。,1,2023-11-14 00:00:00
JD001,华为Mate50 Pro,手机,user_3252,购买后后悔了，完全不是想象中的样子。,1,2023-04-18 00:00:00
JD010,戴森V15吸尘器,家电,user_7405,做工粗糙，细节处理很差，影响使用体验。,1,2023-02-18 00:00:00
JD005,索尼电视65寸,电视,user_2534,用了几天就坏了，质量堪忧，不推荐购买。,1,2023-02-17 00:00:00
JD010,戴森V15吸尘器,家电,user_9710,客服态度很差，问题迟迟得不到解决。,1,2023-03-14 00:00:00
JD009,索尼WH-1000XM5,耳机,user_4800,非常满意！质量很好，超出预期，强烈推荐！,4,2023-09-27 00:00:00
JD006,联想ThinkPad,电脑,user_8510,收到货发现有问题，退货过程很麻烦。,2,2023-04-03 00:00:00
JD001,华为Mate50 Pro,手机,user_1368,用着还行，没什么特别值得说的地方。,3,2023-11-03 00:00:00
JD002,小米13 Ultra,手机,user_4122,收到货发现有问题，退货过程很麻烦。,2,2023-12-17 00:00:00
JD008,AirPods Pro,耳机,user_2078,做工精细，材质很好，使用起来很舒适。,4,2023-05-02 00:00:00
JD008,AirPods Pro,耳机,user_5036,家人都很喜欢，物超所值，下次还会购买。,4,2023-06-28 00:00:00
JD003,iPhone 15 Pro,手机,user_4878,购买后后悔了，完全不是想象中的样子。,2,2023-04-21 00:00:00
JD003,iPhone 15 Pro,手机,user_9548,客服态度很差，问题迟迟得不到解决。,2,2023-10-22 00:00:00
JD006,联想ThinkPad,电脑,user_2099,性价比很高，用了一段时间感觉很不错，值得购买。,4,2023-02-13 00:00:00
JD002,小米13 Ultra,手机,user_3134,包装破损严重，产品也有划痕。,1,2023-09-13 00:00:00
JD006,联想ThinkPad,电脑,user_8712,收到货就试用了，效果非常好，客服态度也很棒。,4,2023-08-29 00:00:00
JD003,iPhone 15 Pro,手机,user_6763,使用体验一般，勉强可以接受。,3,2023-01-29 00:00:00
JD002,小米13 Ultra,手机,user_6155,非常满意！质量很好，超出预期，强烈推荐！,5,2023-03-23 00:00:00
JD010,戴森V15吸尘器,家电,user_8375,质量还可以，但价格偏高。,3,2023-09-18 00:00:00
JD006,联想ThinkPad,电脑,user_9056,性价比一般，不算好也不算差。,3,2023-03-07 00:00:00
JD008,AirPods Pro,耳机,user_8228,物流速度正常，产品质量普通。,3,2023-01-03 00:00:00
JD010,戴森V15吸尘器,家电,user_2724,包装很精美，物流速度快，产品质量没话说。,5,2023-07-02 00:00:00
JD005,索尼电视65寸,电视,user_5652,物流速度正常，产品质量普通。,3,2023-04-01 00:00:00
JD010,戴森V15吸尘器,家电,user_3741,售后服务太差了，根本没人理。,2,2023-05-19 00:00:00
JD004,小米电视75寸,电视,user_7947,购买后后悔了，完全不是想象中的样子。,2,2023-09-09 00:00:00
JD006,联想ThinkPad,电脑,user_1664,包装破损严重，产品也有划痕。,2,2023-08-19 00:00:00
JD007,MacBook Pro,电脑,user_5867,五星好评！这款产品真的太棒了，完全符合预期。,4,2023-12-21 00:00:00
JD003,iPhone 15 Pro,手机,user_6880,用了几天感觉非常好，性能稳定，值得信赖。,4,2023-02-14 00:00:00
JD010,戴森V15吸尘器,家电,user_1278,非常满意！质量很好，超出预期，强烈推荐！,4,2023-03-05 00:00:00
JD006,联想ThinkPad,电脑,user_4138,家人都很喜欢，物超所值，下次还会购买。,5,2023-07-13 00:00:00
JD002,小米13 Ultra,手机,user_7601,收到货发现有问题，退货过程很麻烦。,1,2023-11-20 00:00:00
JD006,联想ThinkPad,电脑,user_4579,售后服务太差了，根本没人理。,1,2023-06-19 00:00:00
JD006,联想ThinkPad,电脑,user_6297,价格虚高，实际体验很差，不值得。,2,2023-07-04 00:00:00
JD004,小米电视75寸,电视,user_5815,收到货就试用了，效果非常好，客服态度也很棒。,4,2023-03-11 00:00:00
JD008,AirPods Pro,耳机,user_4613,不算特别满意，但也谈不上失望。,3,2023-09-18 00:00:00
JD008,AirPods Pro,耳机,user_2019,非常满意这次购物体验，产品质量和服务都很好。,4,2023-02-03 00:00:00
JD008,AirPods Pro,耳机,user_7917,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-06-16 00:00:00
JD002,小米13 Ultra,手机,user_8944,收到货发现有问题，退货过程很麻烦。,1,2023-02-04 00:00:00
JD005,索尼电视65寸,电视,user_1363,用了几天就坏了，质量堪忧，不推荐购买。,1,2023-05-07 00:00:00
JD006,联想ThinkPad,电脑,user_4243,售后服务太差了，根本没人理。,1,2023-02-07 00:00:00
JD004,小米电视75寸,电视,user_3460,物流速度正常，产品质量普通。,3,2023-09-28 00:00:00
JD009,索尼WH-1000XM5,耳机,user_6536,不算特别满意，但也谈不上失望。,3,2023-04-15 00:00:00
JD005,索尼电视65寸,电视,user_8913,非常满意！质量很好，超出预期，强烈推荐！,4,2023-03-29 00:00:00
JD007,MacBook Pro,电脑,user_7285,这款产品真的很不错，推荐给大家。,4,2023-06-25 00:00:00
JD004,小米电视75寸,电视,user_5412,物流太慢了，等了好久才收到货。,1,2023-07-27 00:00:00
JD002,小米13 Ultra,手机,user_4295,包装破损严重，产品也有划痕。,2,2023-04-10 00:00:00
JD006,联想ThinkPad,电脑,user_1143,物流太慢了，等了好久才收到货。,1,2023-04-13 00:00:00
JD003,iPhone 15 Pro,手机,user_5242,做工精细，材质很好，使用起来很舒适。,4,2023-01-22 00:00:00
JD001,华为Mate50 Pro,手机,user_1982,包装很精美，物流速度快，产品质量没话说。,4,2023-07-06 00:00:00
JD006,联想ThinkPad,电脑,user_1863,这款产品真的很不错，推荐给大家。,5,2023-12-27 00:00:00
JD009,索尼WH-1000XM5,耳机,user_7595,价格虚高，实际体验很差，不值得。,1,2023-05-19 00:00:00
JD001,华为Mate50 Pro,手机,user_1480,使用体验一般，勉强可以接受。,3,2023-04-14 00:00:00
JD009,索尼WH-1000XM5,耳机,user_1189,性价比很高，用了一段时间感觉很不错，值得购买。,4,2023-02-23 00:00:00
JD008,AirPods Pro,耳机,user_3467,非常满意这次购物体验，产品质量和服务都很好。,5,2023-12-19 00:00:00
JD004,小米电视75寸,电视,user_7670,购买后后悔了，完全不是想象中的样子。,1,2023-07-19 00:00:00
JD009,索尼WH-1000XM5,耳机,user_9753,性价比一般，不算好也不算差。,3,2023-09-08 00:00:00
JD004,小米电视75寸,电视,user_8953,不算特别满意，但也谈不上失望。,3,2023-12-09 00:00:00
JD004,小米电视75寸,电视,user_7711,使用体验一般，勉强可以接受。,3,2023-07-01 00:00:00
JD001,华为Mate50 Pro,手机,user_4511,购买后后悔了，完全不是想象中的样子。,1,2023-07-03 00:00:00
JD004,小米电视75寸,电视,user_6164,包装很精美，物流速度快，产品质量没话说。,5,2023-01-15 00:00:00
JD003,iPhone 15 Pro,手机,user_8057,售后服务太差了，根本没人理。,1,2023-12-09 00:00:00
JD001,华为Mate50 Pro,手机,user_7890,非常满意！质量很好，超出预期，强烈推荐！,5,2023-10-03 00:00:00
JD009,索尼WH-1000XM5,耳机,user_2195,做工粗糙，细节处理很差，影响使用体验。,2,2023-04-12 00:00:00
JD006,联想ThinkPad,电脑,user_8123,做工精细，材质很好，使用起来很舒适。,5,2023-04-20 00:00:00
JD007,MacBook Pro,电脑,user_5600,非常满意！质量很好，超出预期，强烈推荐！,4,2023-02-24 00:00:00
JD010,戴森V15吸尘器,家电,user_3608,这款产品真的很不错，推荐给大家。,4,2023-05-22 00:00:00
JD007,MacBook Pro,电脑,user_1682,非常满意这次购物体验，产品质量和服务都很好。,5,2023-05-31 00:00:00
JD006,联想ThinkPad,电脑,user_4425,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-09-19 00:00:00
JD005,索尼电视65寸,电视,user_9275,五星好评！这款产品真的太棒了，完全符合预期。,5,2023-04-26 00:00:00
JD007,MacBook Pro,电脑,user_6057,收到货发现有问题，退货过程很麻烦。,2,2023-10-13 00:00:00
JD002,小米13 Ultra,手机,user_1725,还行吧，一般般，没有特别的感觉。,3,2023-11-13 00:00:00
JD005,索尼电视65寸,电视,user_2666,包装很精美，物流速度快，产品质量没话说。,5,2023-11-23 00:00:00
JD003,iPhone 15 Pro,手机,user_9787,还行吧，一般般，没有特别的感觉。,3,2023-01-29 00:00:00
JD007,MacBook Pro,电脑,user_7064,收到货发现有问题，退货过程很麻烦。,1,2023-03-17 00:00:00
JD003,iPhone 15 Pro,手机,user_1358,购买后后悔了，完全不是想象中的样子。,2,2023-09-08 00:00:00
JD003,iPhone 15 Pro,手机,user_4932,还行吧，一般般，没有特别的感觉。,3,2023-02-16 00:00:00
JD010,戴森V15吸尘器,家电,user_7616,物流太慢了，等了好久才收到货。,2,2023-05-07 00:00:00
JD008,AirPods Pro,耳机,user_9085,用着还行，没什么特别值得说的地方。,3,2023-05-31 00:00:00
JD003,iPhone 15 Pro,手机,user_3366,收到货了，包装还可以，产品质量中规中矩。,3,2023-05-06 00:00:00
JD006,联想ThinkPad,电脑,user_9990,做工粗糙，细节处理很差，影响使用体验。,1,2023-07-28 00:00:00
JD006,联想ThinkPad,电脑,user_2076,收到货发现有问题，退货过程很麻烦。,1,2023-03-16 00:00:00
JD004,小米电视75寸,电视,user_6119,购买后后悔了，完全不是想象中的样子。,2,2023-11-19 00:00:00
JD002,小米13 Ultra,手机,user_9489,中规中矩的产品，谈不上好坏。,3,2023-01-26 00:00:00
JD007,MacBook Pro,电脑,user_2932,客服态度很差，问题迟迟得不到解决。,1,2023-06-11 00:00:00
JD010,戴森V15吸尘器,家电,user_1171,非常满意这次购物体验，产品质量和服务都很好。,5,2023-08-19 00:00:00
JD004,小米电视75寸,电视,user_9721,用了几天感觉非常好，性能稳定，值得信赖。,5,2023-02-06 00:00:00
JD008,AirPods Pro,耳机,user_5403,使用体验一般，勉强可以接受。,3,2023-12-03 00:00:00
JD004,小米电视75寸,电视,user_9000,包装破损严重，产品也有划痕。,1,2023-10-17 00:00:00
JD009,索尼WH-1000XM5,耳机,user_5427,物流太慢了，等了好久才收到货。,2,2023-10-21 00:00:00
JD005,索尼电视65寸,电视,user_4940,用了几天感觉非常好，性能稳定，值得信赖。,4,2023-01-18 00:00:00
JD008,AirPods Pro,耳机,user_1457,家人都很喜欢，物超所值，下次还会购买。,4,2023-07-16 00:00:00
JD004,小米电视75寸,电视,user_8864,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-11-04 00:00:00
JD006,联想ThinkPad,电脑,user_1464,比想象中差一点，但也还凑合。,3,2023-08-20 00:00:00
JD003,iPhone 15 Pro,手机,user_1490,做工精细，材质很好，使用起来很舒适。,4,2023-04-22 00:00:00
JD005,索尼电视65寸,电视,user_4636,物流太慢了，等了好久才收到货。,2,2023-05-22 00:00:00
JD003,iPhone 15 Pro,手机,user_9810,中规中矩的产品，谈不上好坏。,3,2023-08-25 00:00:00
JD004,小米电视75寸,电视,user_3784,物流太慢了，等了好久才收到货。,2,2023-04-04 00:00:00
JD010,戴森V15吸尘器,家电,user_5978,购买后后悔了，完全不是想象中的样子。,2,2023-09-17 00:00:00
JD001,华为Mate50 Pro,手机,user_4521,使用体验一般，勉强可以接受。,3,2023-11-04 00:00:00
JD007,MacBook Pro,电脑,user_6410,用了几天感觉非常好，性能稳定，值得信赖。,5,2023-01-22 00:00:00
JD003,iPhone 15 Pro,手机,user_8335,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-03-03 00:00:00
JD009,索尼WH-1000XM5,耳机,user_7537,五星好评！这款产品真的太棒了，完全符合预期。,5,2023-06-11 00:00:00
JD005,索尼电视65寸,电视,user_5963,做工精细，材质很好，使用起来很舒适。,5,2023-01-12 00:00:00
JD004,小米电视75寸,电视,user_5818,非常满意！质量很好，超出预期，强烈推荐！,5,2023-04-24 00:00:00
JD008,AirPods Pro,耳机,user_5294,性价比很高，用了一段时间感觉很不错，值得购买。,5,2023-09-06 00:00:00
JD002,小米13 Ultra,手机,user_9723,这款产品真的很不错，推荐给大家。,4,2023-10-04 00:00:00
JD010,戴森V15吸尘器,家电,user_5173,售后服务太差了，根本没人理。,1,2023-04-14 00:00:00
JD004,小米电视75寸,电视,user_4732,收到货了，包装还可以，产品质量中规中矩。,3,2023-04-30 00:00:00
JD010,戴森V15吸尘器,家电,user_8216,家人都很喜欢，物超所值，下次还会购买。,4,2023-11-28 00:00:00
JD004,小米电视75寸,电视,user_3015,物流速度正常，产品质量普通。,3,2023-12-31 00:00:00
JD009,索尼WH-1000XM5,耳机,user_6367,这款产品真的很不错，推荐给大家。,5,2023-08-16 00:00:00
JD004,小米电视75寸,电视,user_3598,收到货了，包装还可以，产品质量中规中矩。,3,2023-01-25 00:00:00
JD002,小米13 Ultra,手机,user_6374,用了几天就坏了，质量堪忧，不推荐购买。,1,2023-10-26 00:00:00
JD008,AirPods Pro,耳机,user_4410,非常失望，质量太差了，和描述完全不符。,2,2023-02-23 00:00:00
JD002,小米13 Ultra,手机,user_8638,物流太慢了，等了好久才收到货。,2,2023-02-17 00:00:00
JD008,AirPods Pro,耳机,user_7597,不算特别满意，但也谈不上失望。,3,2023-03-01 00:00:00
JD009,索尼WH-1000XM5,耳机,user_1609,非常满意这次购物体验，产品质量和服务都很好。,5,2023-04-22 00:00:00
JD007,MacBook Pro,电脑,user_4313,性价比一般，不算好也不算差。,3,2023-05-10 00:00:00
JD009,索尼WH-1000XM5,耳机,user_7450,包装很精美，物流速度快，产品质量没话说。,4,2023-02-05 00:00:00
JD001,华为Mate50 Pro,手机,user_5672,购买后后悔了，完全不是想象中的样子。,2,2023-09-01 00:00:00
JD005,索尼电视65寸,电视,user_1511,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-06-03 00:00:00
JD002,小米13 Ultra,手机,user_2727,比想象中差一点，但也还凑合。,3,2023-06-08 00:00:00
JD007,MacBook Pro,电脑,user_7042,使用体验一般，勉强可以接受。,3,2023-01-11 00:00:00
JD004,小米电视75寸,电视,user_7790,收到货发现有问题，退货过程很麻烦。,1,2023-05-13 00:00:00
JD009,索尼WH-1000XM5,耳机,user_1010,做工粗糙，细节处理很差，影响使用体验。,2,2023-01-25 00:00:00
JD006,联想ThinkPad,电脑,user_7917,做工精细，材质很好，使用起来很舒适。,4,2023-01-05 00:00:00
JD010,戴森V15吸尘器,家电,user_4346,这款产品真的很不错，推荐给大家。,5,2023-06-16 00:00:00
JD001,华为Mate50 Pro,手机,user_2799,收到货了，包装还可以，产品质量中规中矩。,3,2023-12-17 00:00:00
JD007,MacBook Pro,电脑,user_3883,非常满意这次购物体验，产品质量和服务都很好。,4,2023-09-03 00:00:00
JD002,小米13 Ultra,手机,user_1674,购买后后悔了，完全不是想象中的样子。,2,2023-08-29 00:00:00
JD010,戴森V15吸尘器,家电,user_6154,性价比很高，用了一段时间感觉很不错，值得购买。,4,2023-07-27 00:00:00
JD006,联想ThinkPad,电脑,user_2512,用着还行，没什么特别值得说的地方。,3,2023-12-12 00:00:00
JD002,小米13 Ultra,手机,user_8582,非常满意这次购物体验，产品质量和服务都很好。,4,2023-07-09 00:00:00
JD001,华为Mate50 Pro,手机,user_5489,售后服务太差了，根本没人理。,1,2023-07-08 00:00:00
JD004,小米电视75寸,电视,user_1755,收到货就试用了，效果非常好，客服态度也很棒。,4,2023-07-16 00:00:00
JD005,索尼电视65寸,电视,user_9177,中规中矩的产品，谈不上好坏。,3,2023-11-17 00:00:00
JD005,索尼电视65寸,电视,user_6648,比想象中差一点，但也还凑合。,3,2024-01-01 00:00:00
JD002,小米13 Ultra,手机,user_6765,家人都很喜欢，物超所值，下次还会购买。,4,2023-03-15 00:00:00
JD006,联想ThinkPad,电脑,user_9781,做工粗糙，细节处理很差，影响使用体验。,1,2023-08-25 00:00:00
JD003,iPhone 15 Pro,手机,user_2596,价格虚高，实际体验很差，不值得。,2,2023-09-14 00:00:00
JD008,AirPods Pro,耳机,user_5944,价格虚高，实际体验很差，不值得。,2,2023-08-06 00:00:00
JD007,MacBook Pro,电脑,user_3033,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-04-22 00:00:00
JD006,联想ThinkPad,电脑,user_5237,购买后后悔了，完全不是想象中的样子。,1,2023-02-23 00:00:00
JD005,索尼电视65寸,电视,user_5661,这款产品真的很不错，推荐给大家。,4,2023-09-26 00:00:00
JD002,小米13 Ultra,手机,user_6284,家人都很喜欢，物超所值，下次还会购买。,5,2023-02-25 00:00:00
JD009,索尼WH-1000XM5,耳机,user_7512,五星好评！这款产品真的太棒了，完全符合预期。,4,2023-07-20 00:00:00
JD006,联想ThinkPad,电脑,user_7175,包装破损严重，产品也有划痕。,1,2023-10-08 00:00:00
JD001,华为Mate50 Pro,手机,user_3792,使用体验一般，勉强可以接受。,3,2023-06-10 00:00:00
JD004,小米电视75寸,电视,user_8623,性价比一般，不算好也不算差。,3,2023-12-14 00:00:00
JD005,索尼电视65寸,电视,user_8704,包装很精美，物流速度快，产品质量没话说。,4,2023-12-12 00:00:00
JD008,AirPods Pro,耳机,user_4722,用了几天感觉非常好，性能稳定，值得信赖。,4,2023-04-26 00:00:00
JD007,MacBook Pro,电脑,user_2560,中规中矩的产品，谈不上好坏。,3,2023-12-26 00:00:00
JD010,戴森V15吸尘器,家电,user_1868,非常满意这次购物体验，产品质量和服务都很好。,5,2023-05-12 00:00:00
JD001,华为Mate50 Pro,手机,user_3963,收到货就试用了，效果非常好，客服态度也很棒。,4,2023-12-03 00:00:00
JD008,AirPods Pro,耳机,user_2183,使用体验一般，勉强可以接受。,3,2023-04-29 00:00:00
JD008,AirPods Pro,耳机,user_4424,包装破损严重，产品也有划痕。,1,2023-10-01 00:00:00
JD003,iPhone 15 Pro,手机,user_4272,还行吧，一般般，没有特别的感觉。,3,2023-06-29 00:00:00
JD004,小米电视75寸,电视,user_6317,价格虚高，实际体验很差，不值得。,1,2023-05-31 00:00:00
JD008,AirPods Pro,耳机,user_1513,这款产品真的很不错，推荐给大家。,5,2023-08-24 00:00:00
JD002,小米13 Ultra,手机,user_4286,中规中矩的产品，谈不上好坏。,3,2023-06-24 00:00:00
JD007,MacBook Pro,电脑,user_6742,用了几天感觉非常好，性能稳定，值得信赖。,5,2023-03-13 00:00:00
JD008,AirPods Pro,耳机,user_9176,收到货了，包装还可以，产品质量中规中矩。,3,2023-08-20 00:00:00
JD006,联想ThinkPad,电脑,user_1233,物流太慢了，等了好久才收到货。,2,2023-03-16 00:00:00
JD004,小米电视75寸,电视,user_2223,用着还行，没什么特别值得说的地方。,3,2023-12-24 00:00:00
JD005,索尼电视65寸,电视,user_4588,购买后后悔了，完全不是想象中的样子。,1,2023-07-16 00:00:00
JD006,联想ThinkPad,电脑,user_7074,物流太慢了，等了好久才收到货。,1,2023-02-24 00:00:00
JD010,戴森V15吸尘器,家电,user_1613,这款产品真的很不错，推荐给大家。,4,2023-04-26 00:00:00
JD007,MacBook Pro,电脑,user_2544,还行吧，一般般，没有特别的感觉。,3,2023-09-30 00:00:00
JD002,小米13 Ultra,手机,user_6153,客服态度很差，问题迟迟得不到解决。,2,2023-02-28 00:00:00
JD010,戴森V15吸尘器,家电,user_2840,非常满意！质量很好，超出预期，强烈推荐！,4,2023-10-07 00:00:00
JD010,戴森V15吸尘器,家电,user_8159,还行吧，一般般，没有特别的感觉。,3,2023-11-02 00:00:00
JD009,索尼WH-1000XM5,耳机,user_3427,购买后后悔了，完全不是想象中的样子。,2,2023-04-28 00:00:00
JD004,小米电视75寸,电视,user_2483,购买后后悔了，完全不是想象中的样子。,1,2023-05-02 00:00:00
JD002,小米13 Ultra,手机,user_1758,售后服务太差了，根本没人理。,1,2023-04-03 00:00:00
JD002,小米13 Ultra,手机,user_3092,性价比很高，用了一段时间感觉很不错，值得购买。,5,2023-04-08 00:00:00
JD004,小米电视75寸,电视,user_2277,性价比很高，用了一段时间感觉很不错，值得购买。,5,2023-10-02 00:00:00
JD005,索尼电视65寸,电视,user_4258,家人都很喜欢，物超所值，下次还会购买。,5,2023-09-08 00:00:00
JD010,戴森V15吸尘器,家电,user_3000,做工精细，材质很好，使用起来很舒适。,4,2023-05-27 00:00:00
JD004,小米电视75寸,电视,user_9074,用着还行，没什么特别值得说的地方。,3,2023-07-29 00:00:00
JD009,索尼WH-1000XM5,耳机,user_1351,非常满意！质量很好，超出预期，强烈推荐！,5,2023-08-08 00:00:00
JD003,iPhone 15 Pro,手机,user_4454,这款产品真的很不错，推荐给大家。,4,2023-05-30 00:00:00
JD004,小米电视75寸,电视,user_6751,物流速度正常，产品质量普通。,3,2023-11-12 00:00:00
JD008,AirPods Pro,耳机,user_1229,用了几天感觉非常好，性能稳定，值得信赖。,4,2023-08-30 00:00:00
JD004,小米电视75寸,电视,user_9358,还行吧，一般般，没有特别的感觉。,3,2023-08-09 00:00:00
JD002,小米13 Ultra,手机,user_4847,收到货了，包装还可以，产品质量中规中矩。,3,2023-09-28 00:00:00
JD003,iPhone 15 Pro,手机,user_4089,用了几天就坏了，质量堪忧，不推荐购买。,2,2023-02-24 00:00:00
JD007,MacBook Pro,电脑,user_6828,使用体验一般，勉强可以接受。,3,2023-07-28 00:00:00
JD007,MacBook Pro,电脑,user_8450,用了几天就坏了，质量堪忧，不推荐购买。,1,2023-12-24 00:00:00
JD009,索尼WH-1000XM5,耳机,user_1360,收到货发现有问题，退货过程很麻烦。,2,2023-03-03 00:00:00
JD009,索尼WH-1000XM5,耳机,user_4491,这款产品真的很不错，推荐给大家。,4,2023-07-09 00:00:00
JD004,小米电视75寸,电视,user_7210,客服态度很差，问题迟迟得不到解决。,2,2023-12-30 00:00:00
JD010,戴森V15吸尘器,家电,user_7919,比想象中差一点，但也还凑合。,3,2023-10-03 00:00:00
JD001,华为Mate50 Pro,手机,user_1166,用了几天就坏了，质量堪忧，不推荐购买。,1,2023-03-11 00:00:00
JD003,iPhone 15 Pro,手机,user_2311,中规中矩的产品，谈不上好坏。,3,2023-05-22 00:00:00
